"Stkcd","Trddt","AdjClose","LogRet"
600151,2000-06-06,20.31999,0.0325110065717462
600741,2000-06-06,63.319132,0.010010083299453
678,2000-06-07,21.783429,0
868,2000-06-07,9.398119,0.0187747201899899
600006,2000-06-07,5.91,-0.00337838159162707
600151,2000-06-07,20.25999,-0.00295712534717607
600741,2000-06-07,62.814597,-0.00800004399901777
678,2000-06-08,21.325706,-0.0212363436172534
868,2000-06-08,9.31586,-0.00879123886882516
600006,2000-06-08,6.08,0.0283588645600688
600151,2000-06-08,19.71999,-0.0270151631620306
600741,2000-06-08,62.751531,-0.00100450665012097
678,2000-06-09,20.701539,-0.0297051541782785
868,2000-06-09,9.295295,-0.00220996583714106
600006,2000-06-09,5.88,-0.0334479340675402
600151,2000-06-09,19.419991,-0.0153298426516506
600741,2000-06-09,63.129932,0.00601203911591774
678,2000-06-12,21.367318,0.0316545130794954
868,2000-06-12,9.31586,0.00220996583714106
600006,2000-06-12,5.89,0.00169923575295972
600151,2000-06-12,19.429991,0.000514800764687795
600741,2000-06-12,63.256065,0.001995997102056
678,2000-06-13,21.492151,0.00582524029874154
868,2000-06-13,9.57292,0.0272199550921597
600006,2000-06-13,6.14,0.0415687444955559
600151,2000-06-13,19.61999,0.00973114426508515
600741,2000-06-13,63.697534,0.00695483677430087
678,2000-06-14,22.19954,0.0323837692308513
868,2000-06-14,9.562637,-0.00107475324494821
600006,2000-06-14,6.19,0.00811034453745374
600151,2000-06-14,19.80999,0.00963741146168262
600741,2000-06-14,64.76967,0.0166915891175741
678,2000-06-15,22.407596,0.00932844057718318
868,2000-06-15,9.716873,0.0160003330469438
600006,2000-06-15,6.12,-0.0113729901722701
600151,2000-06-15,19.279991,-0.0271185335374629
600741,2000-06-15,64.075935,-0.0107685738121335
678,2000-06-16,21.908262,-0.0225361825683557
868,2000-06-16,9.614049,-0.0106383927016456
600006,2000-06-16,6.02,-0.0164748372035051
600151,2000-06-16,19.039991,-0.0125262657032792
600741,2000-06-16,63.5714,-0.00790518074572333
678,2000-06-19,22.865318,0.0427574387808649
600006,2000-06-19,5.99,-0.00499584719337154
600151,2000-06-19,18.859991,-0.00949875666925859
600741,2000-06-19,63.003798,-0.00896867338391516
678,2000-06-20,22.511624,-0.0155894667032479
868,2000-06-20,9.53179,-0.00859293825219609
600006,2000-06-20,5.88,-0.0185346502168227
600151,2000-06-20,18.839991,-0.00106100856367686
600741,2000-06-20,62.373129,-0.0100604526588981
678,2000-06-21,22.470013,-0.00185013328303363
868,2000-06-21,9.49066,-0.00432437084548631
600006,2000-06-21,5.94,0.0101523714640182
600151,2000-06-21,19.299991,0.0241228381483909
600741,2000-06-21,62.814597,0.00705292514094236
678,2000-06-22,22.698874,0.0101336549865856
868,2000-06-22,9.49066,0
600006,2000-06-22,5.89,-0.00845313571105843
600151,2000-06-22,19.109991,-0.00989334229503047
600741,2000-06-22,62.56233,-0.00402414298172182
678,2000-06-23,24.966681,0.0952268562208651
868,2000-06-23,9.614049,0.0129173090976824
600006,2000-06-23,6.03,0.023491013075599
600151,2000-06-23,19.429991,0.0166065128935493
600741,2000-06-23,63.066865,0.00803217297598913
678,2000-06-26,25.715681,0.0295587855202295
868,2000-06-26,9.727156,0.0116960953988245
600006,2000-06-26,6.049995,0.00331043485703342
600151,2000-06-26,19.66999,0.0122763238244232
600741,2000-06-26,63.066865,0
678,2000-06-27,27.047237,0.0504838944240422
868,2000-06-27,9.716873,-0.00105770269717897
600006,2000-06-27,6.189995,0.0228768333456082
600151,2000-06-27,19.41999,-0.012791176082442
600741,2000-06-27,63.192999,0.00199800693529806
678,2000-06-28,26.714348,-0.0123840565506121
868,2000-06-28,9.686026,-0.00317963063032201
600006,2000-06-28,6.169995,-0.00323625139753903
600151,2000-06-28,19.14999,-0.0140007544966805
600741,2000-06-28,64.265135,0.0168237405364557
678,2000-06-29,25.819709,-0.0340626843254466
868,2000-06-29,9.500943,-0.0192931714259053
600006,2000-06-29,6.059995,-0.0179890525458224
600151,2000-06-29,19.01999,-0.00681166207855632
600741,2000-06-29,63.445266,-0.0128396787889145
678,2000-06-30,25.049903,-0.0302681597540233
868,2000-06-30,9.521508,0.0021621827820022
600006,2000-06-30,6.119995,0.00985230453206265
600151,2000-06-30,18.86999,-0.0079177019161385
600741,2000-06-30,64.012868,0.00890654420145776
678,2000-07-03,23.531097,-0.0625471322808901
868,2000-07-03,9.346707,-0.0185291508672534
600006,2000-07-03,6.139995,0.00326264829603495
600151,2000-07-03,18.53999,-0.0176428086753746
600741,2000-07-03,62.751531,-0.0199011495286854
678,2000-07-04,25.882126,0.0952297916488347
868,2000-07-04,10.117887,0.0792807588394395
600006,2000-07-04,6.239995,0.0161554532724921
600151,2000-07-04,18.62999,0.00484262708146277
600741,2000-07-04,62.877664,0.00200802118301002
678,2000-07-05,25.798903,-0.0032206429920798
868,2000-07-05,10.056193,-0.00611618396666724
600006,2000-07-05,6.299995,0.00956945864741443
600151,2000-07-05,18.69999,0.00375034125633933
600741,2000-07-05,62.56233,-0.00502765751461087
678,2000-07-06,25.070709,-0.0286317790597233
868,2000-07-06,10.066475,0.00102193217070701
